                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    148,                 1.7926,                 1.6912,                 2.4179,                0.71941,                0.76667,                0.81217,                0.41286,                 1.8204,                 1.6435,                 2.5292,             0.00084368,             0.00084368,             0.00084368
                    149,                 1.8141,                 1.7066,                 2.4211,                0.71941,                0.76667,                0.81217,                0.41286,                 1.8204,                 1.6435,                 2.5292,             0.00083576,             0.00083576,             0.00083576
                    150,                  1.843,                 1.6889,                 2.4974,                0.71648,                0.53333,                0.71393,                0.34587,                 1.8398,                 1.8716,                 2.5552,             0.00082784,             0.00082784,             0.00082784
                    151,                 1.7792,                 1.6341,                 2.4069,                 0.7038,                   0.55,                 0.7005,                0.33553,                 1.8551,                 1.9827,                 2.5716,             0.00081992,             0.00081992,             0.00081992
                    152,                 1.9168,                 1.8687,                 2.5327,                0.63573,                0.58333,                0.69676,                 0.3189,                 1.8786,                 2.1366,                 2.5669,               0.000812,               0.000812,               0.000812
                    153,                 1.8348,                 1.6933,                 2.5068,                0.63573,                0.58333,                0.69676,                 0.3189,                 1.8786,                 2.1366,                 2.5669,             0.00080408,             0.00080408,             0.00080408
                    154,                 1.7878,                 1.6907,                 2.4628,                0.70828,                0.68799,                0.78318,                0.37036,                 1.7954,                 2.0248,                 2.4751,             0.00079616,             0.00079616,             0.00079616
                    155,                 1.7944,                 1.7405,                  2.431,                0.76668,                    0.7,                0.80855,                0.43557,                 1.6964,                 1.7738,                  2.367,             0.00078824,             0.00078824,             0.00078824
                    156,                  1.872,                 1.8131,                 2.4427,                0.78447,                0.71667,                0.83779,                0.47187,                 1.6804,                 1.6062,                 2.3531,             0.00078032,             0.00078032,             0.00078032
                    157,                 1.7979,                 1.7209,                 2.3577,                0.78447,                0.71667,                0.83779,                0.47187,                 1.6804,                 1.6062,                 2.3531,              0.0007724,              0.0007724,              0.0007724
                    158,                 1.8456,                 1.7952,                 2.4594,                0.82086,                0.76667,                0.86475,                0.50444,                 1.6474,                 1.5231,                 2.3418,             0.00076448,             0.00076448,             0.00076448
                    159,                 1.7594,                 1.6982,                 2.4305,                 0.7484,                0.86667,                0.88329,                0.52267,                 1.6196,                 1.5166,                 2.3364,             0.00075656,             0.00075656,             0.00075656
                    160,                 1.8331,                 1.7531,                 2.4238,                0.73895,                    0.9,                0.87039,                 0.5227,                 1.6448,                 1.5219,                  2.348,             0.00074864,             0.00074864,             0.00074864
                    161,                 1.8967,                 1.8408,                 2.4421,                0.73895,                    0.9,                0.87039,                 0.5227,                 1.6448,                 1.5219,                  2.348,             0.00074072,             0.00074072,             0.00074072
                    162,                 1.8482,                 1.7518,                 2.4748,                 0.7884,                    0.8,                0.85921,                0.46048,                 1.7969,                 1.6483,                 2.4454,              0.0007328,              0.0007328,              0.0007328
                    163,                 1.9546,                 1.7882,                 2.4462,                0.78382,                0.84608,                0.85819,                0.46385,                 1.7983,                 1.6232,                 2.4465,             0.00072488,             0.00072488,             0.00072488
                    164,                 1.7781,                 1.6171,                 2.3309,                0.78214,                 0.7779,                0.87942,                0.47146,                 1.7647,                  1.555,                 2.4431,             0.00071696,             0.00071696,             0.00071696
                    165,                 1.8216,                 1.8518,                 2.4181,                0.78214,                 0.7779,                0.87942,                0.47146,                 1.7647,                  1.555,                 2.4431,             0.00070904,             0.00070904,             0.00070904
                    166,                 1.8029,                 1.7593,                 2.4061,                0.77483,                0.80295,                0.84705,                0.46826,                 1.8032,                 1.4964,                 2.4465,             0.00070112,             0.00070112,             0.00070112
                    167,                 1.7592,                 1.7924,                 2.4002,                0.80568,                0.76021,                0.84439,                0.45332,                 1.7964,                 1.4903,                 2.4285,              0.0006932,              0.0006932,              0.0006932
                    168,                 1.8575,                 1.8225,                 2.4262,                0.83705,                 0.7706,                0.86081,                 0.4768,                 1.6851,                 1.4349,                 2.3534,             0.00068528,             0.00068528,             0.00068528
                    169,                 1.8007,                 1.6626,                 2.3283,                0.83705,                 0.7706,                0.86081,                 0.4768,                 1.6851,                 1.4349,                 2.3534,             0.00067736,             0.00067736,             0.00067736
                    170,                 1.7621,                 1.7453,                 2.3507,                0.82368,                0.73333,                0.87555,                0.49421,                 1.6208,                 1.3847,                 2.3004,             0.00066944,             0.00066944,             0.00066944
                    171,                 1.6365,                 1.6188,                 2.2588,                0.73282,                   0.75,                0.85514,                0.47103,                 1.6853,                 1.4245,                 2.3638,             0.00066152,             0.00066152,             0.00066152
                    172,                 1.8522,                 1.6942,                 2.4131,                0.78472,                0.63333,                0.80273,                0.42644,                 1.7649,                 1.4917,                 2.4203,              0.0006536,              0.0006536,              0.0006536
                    173,                 1.7937,                 1.7408,                 2.3878,                0.78472,                0.63333,                0.80273,                0.42644,                 1.7649,                 1.4917,                 2.4203,             0.00064568,             0.00064568,             0.00064568
                    174,                 1.7463,                 1.6505,                 2.3596,                0.82458,                0.61667,                0.79185,                0.39186,                 1.8233,                 1.6297,                 2.5011,             0.00063776,             0.00063776,             0.00063776
                    175,                 1.7998,                  1.698,                 2.3439,                0.70088,                0.68333,                0.79594,                0.39953,                 1.7843,                 1.7213,                 2.4991,             0.00062984,             0.00062984,             0.00062984
                    176,                 1.7402,                 1.5869,                 2.3051,                0.68388,                0.78333,                0.81213,                0.42852,                 1.7313,                 1.7293,                 2.4019,             0.00062192,             0.00062192,             0.00062192
                    177,                 1.8106,                  1.746,                 2.3859,                0.68388,                0.78333,                0.81213,                0.42852,                 1.7313,                 1.7293,                 2.4019,               0.000614,               0.000614,               0.000614
                    178,                 1.7562,                 1.7338,                 2.3991,                0.78547,                0.73333,                 0.8159,                0.46376,                 1.6557,                 1.7527,                 2.3257,             0.00060608,             0.00060608,             0.00060608
                    179,                 1.6458,                 1.5729,                 2.3173,                 0.7712,                0.84272,                0.89354,                0.52022,                 1.5308,                 1.5556,                 2.2477,             0.00059816,             0.00059816,             0.00059816
                    180,                  1.798,                 1.6804,                 2.3582,                0.80629,                 0.8325,                0.90616,                0.52459,                 1.5361,                 1.4587,                 2.2697,             0.00059024,             0.00059024,             0.00059024
                    181,                 1.8039,                 1.7866,                 2.4043,                0.80629,                 0.8325,                0.90616,                0.52459,                 1.5361,                 1.4587,                 2.2697,             0.00058232,             0.00058232,             0.00058232
                    182,                 1.7125,                 1.6155,                 2.3031,                0.76368,                0.81667,                0.86215,                0.48352,                 1.6427,                 1.4511,                 2.3444,              0.0005744,              0.0005744,              0.0005744
                    183,                  1.711,                 1.6036,                 2.3103,                0.76505,                0.81667,                0.86532,                0.47912,                 1.6867,                 1.4837,                 2.4007,             0.00056648,             0.00056648,             0.00056648
                    184,                 1.7264,                 1.5962,                 2.3184,                0.71298,                   0.85,                0.86053,                0.47653,                 1.7135,                 1.5091,                 2.4106,             0.00055856,             0.00055856,             0.00055856
                    185,                 1.7452,                 1.6293,                 2.3411,                0.71298,                   0.85,                0.86053,                0.47653,                 1.7135,                 1.5091,                 2.4106,             0.00055064,             0.00055064,             0.00055064
                    186,                 1.7269,                 1.5161,                 2.2938,                0.73484,                0.83142,                0.86766,                0.50726,                 1.6678,                 1.4593,                 2.3757,             0.00054272,             0.00054272,             0.00054272
                    187,                 1.7911,                 1.6135,                 2.3427,                0.88519,                0.76667,                0.90776,                 0.5246,                 1.5755,                 1.4334,                 2.3593,              0.0005348,              0.0005348,              0.0005348
                    188,                 1.7343,                 1.5836,                 2.3608,                0.85771,                0.81667,                0.90798,                0.52534,                 1.5623,                 1.4605,                 2.3643,             0.00052688,             0.00052688,             0.00052688
                    189,                 1.7541,                 1.6285,                 2.3352,                0.85771,                0.81667,                0.90798,                0.52534,                 1.5623,                 1.4605,                 2.3643,             0.00051896,             0.00051896,             0.00051896
                    190,                 1.8827,                 1.7614,                 2.3919,                0.87164,                0.79229,                0.90483,                0.51984,                 1.5614,                  1.487,                 2.3462,             0.00051104,             0.00051104,             0.00051104
                    191,                 1.7382,                 1.5723,                 2.2795,                0.84427,                0.81324,                0.89291,                0.53693,                 1.4984,                 1.4521,                 2.2888,             0.00050312,             0.00050312,             0.00050312
                    192,                 1.7005,                   1.56,                  2.282,                0.84458,                0.81516,                 0.8971,                0.54811,                 1.4818,                 1.4127,                 2.2468,              0.0004952,              0.0004952,              0.0004952
                    193,                 1.7159,                 1.6509,                 2.3292,                0.84458,                0.81516,                 0.8971,                0.54811,                 1.4818,                 1.4127,                 2.2468,             0.00048728,             0.00048728,             0.00048728
                    194,                 1.6639,                 1.6138,                 2.2573,                0.86813,                    0.7,                0.88474,                0.52197,                 1.5309,                 1.4284,                 2.2652,             0.00047936,             0.00047936,             0.00047936
                    195,                 1.6738,                  1.519,                 2.2291,                0.81747,                0.76667,                0.88308,                0.49628,                 1.5565,                 1.4925,                 2.2618,             0.00047144,             0.00047144,             0.00047144
                    196,                 1.7625,                 1.5368,                 2.3388,                0.73101,                0.83333,                 0.8688,                0.49243,                 1.5178,                 1.5156,                 2.2217,             0.00046352,             0.00046352,             0.00046352
                    197,                 1.7168,                 1.5323,                 2.2595,                0.73101,                0.83333,                 0.8688,                0.49243,                 1.5178,                 1.5156,                 2.2217,              0.0004556,              0.0004556,              0.0004556
                    198,                 1.7441,                 1.5792,                 2.2606,                0.76018,                0.84533,                0.87563,                0.49554,                 1.4956,                 1.4609,                 2.1877,             0.00044768,             0.00044768,             0.00044768
                    199,                 1.5841,                 1.5443,                  2.207,                0.81569,                    0.8,                0.87541,                0.51087,                 1.4676,                 1.3403,                 2.1433,             0.00043976,             0.00043976,             0.00043976
                    200,                 1.7214,                 1.5215,                 2.2836,                0.86458,                0.78333,                0.88807,                0.54658,                 1.3889,                  1.245,                 2.1152,             0.00043184,             0.00043184,             0.00043184
                    201,                 1.6743,                 1.5159,                 2.2122,                0.86458,                0.78333,                0.88807,                0.54658,                 1.3889,                  1.245,                 2.1152,             0.00042392,             0.00042392,             0.00042392
                    202,                 1.7231,                 1.4323,                 2.2441,                0.80991,                0.85214,                0.91605,                0.56439,                 1.3739,                 1.2196,                 2.1403,               0.000416,               0.000416,               0.000416
                    203,                 1.5955,                 1.4933,                 2.1542,                 0.8742,                0.88333,                0.94583,                0.56849,                 1.4144,                 1.2246,                 2.1827,             0.00040808,             0.00040808,             0.00040808
                    204,                  1.536,                 1.4137,                 2.1637,                 0.9446,                0.85264,                0.95623,                0.57988,                 1.4207,                 1.2136,                 2.1884,             0.00040016,             0.00040016,             0.00040016
                    205,                 1.4967,                 1.4073,                 2.1151,                 0.9446,                0.85264,                0.95623,                0.57988,                 1.4207,                 1.2136,                 2.1884,             0.00039224,             0.00039224,             0.00039224
                    206,                  1.637,                 1.4751,                 2.2173,                 0.9333,                0.86667,                0.95839,                0.59493,                 1.4013,                 1.1998,                 2.1787,             0.00038432,             0.00038432,             0.00038432
                    207,                 1.6767,                 1.4607,                 2.2841,                0.97952,                0.79722,                0.95574,                0.61019,                 1.3597,                 1.1791,                 2.1553,              0.0003764,              0.0003764,              0.0003764
                    208,                 1.7823,                 1.5763,                 2.2678,                0.96844,                    0.8,                0.95394,                0.59908,                 1.3341,                 1.1804,                 2.1353,             0.00036848,             0.00036848,             0.00036848
                    209,                 1.6351,                 1.5176,                 2.1922,                0.96844,                    0.8,                0.95394,                0.59908,                 1.3341,                 1.1804,                 2.1353,             0.00036056,             0.00036056,             0.00036056
                    210,                 1.6992,                 1.5016,                 2.2881,                0.96455,                    0.8,                0.95537,                0.58821,                 1.3519,                  1.189,                 2.1244,             0.00035264,             0.00035264,             0.00035264
                    211,                 1.7394,                 1.6634,                 2.3243,                0.94419,                0.81667,                0.95371,                0.58732,                 1.3708,                 1.2098,                 2.1096,             0.00034472,             0.00034472,             0.00034472
                    212,                 1.7135,                 1.5533,                 2.2618,                0.94328,                0.83155,                0.95809,                0.57525,                 1.4206,                 1.2314,                 2.1213,              0.0003368,              0.0003368,              0.0003368
                    213,                 1.6608,                 1.4698,                  2.254,                0.94328,                0.83155,                0.95809,                0.57525,                 1.4206,                 1.2314,                 2.1213,             0.00032888,             0.00032888,             0.00032888
                    214,                  1.689,                 1.5251,                 2.2516,                0.94511,                0.86093,                 0.9403,                0.59472,                 1.4273,                 1.2426,                 2.1272,             0.00032096,             0.00032096,             0.00032096
                    215,                 1.6431,                 1.4924,                 2.2245,                 0.9439,                0.84134,                0.93374,                0.59644,                 1.4132,                 1.2469,                  2.126,             0.00031304,             0.00031304,             0.00031304
                    216,                 1.5992,                 1.4268,                 2.1779,                0.92398,                0.81667,                 0.9255,                0.59602,                 1.3904,                 1.2365,                 2.1166,             0.00030512,             0.00030512,             0.00030512
                    217,                  1.578,                 1.4888,                 2.1944,                0.92398,                0.81667,                 0.9255,                0.59602,                 1.3904,                 1.2365,                 2.1166,              0.0002972,              0.0002972,              0.0002972
                    218,                 1.5875,                 1.4627,                 2.2321,                0.88865,                0.79813,                0.92384,                0.60136,                 1.3821,                 1.2247,                 2.1019,             0.00028928,             0.00028928,             0.00028928
                    219,                 1.6254,                 1.5422,                 2.2612,                0.81849,                0.82677,                0.92216,                0.59194,                 1.3923,                 1.2533,                 2.0945,             0.00028136,             0.00028136,             0.00028136
                    220,                 1.4838,                 1.3979,                 2.1183,                0.92458,                0.81726,                0.93444,                0.59922,                 1.3991,                 1.2675,                 2.0857,             0.00027344,             0.00027344,             0.00027344
                    221,                 1.4843,                 1.3583,                  2.154,                0.92458,                0.81726,                0.93444,                0.59922,                 1.3991,                 1.2675,                 2.0857,             0.00026552,             0.00026552,             0.00026552
                    222,                 1.5911,                 1.4502,                  2.215,                0.92541,                0.82712,                0.95148,                 0.6107,                 1.3878,                 1.2506,                 2.0732,              0.0002576,              0.0002576,              0.0002576
                    223,                 1.6702,                 1.5604,                 2.3203,                0.92656,                0.84117,                0.95527,                0.61489,                 1.3848,                 1.2471,                 2.0698,             0.00024968,             0.00024968,             0.00024968
                    224,                 1.4983,                 1.3765,                 2.1087,                0.91482,                0.89499,                 0.9602,                0.61603,                 1.3799,                 1.2335,                 2.0688,             0.00024176,             0.00024176,             0.00024176
                    225,                 1.5048,                 1.4324,                 2.1305,                0.91482,                0.89499,                 0.9602,                0.61603,                 1.3799,                 1.2335,                 2.0688,             0.00023384,             0.00023384,             0.00023384
                    226,                 1.6602,                 1.3833,                 2.1662,                0.88199,                0.91667,                0.95243,                0.62354,                 1.3353,                 1.1965,                 2.0548,             0.00022592,             0.00022592,             0.00022592
                    227,                 1.6227,                 1.4144,                 2.1955,                0.90375,                0.91667,                0.96002,                0.64457,                 1.2864,                 1.1652,                 2.0403,               0.000218,               0.000218,               0.000218
                    228,                 1.5299,                 1.3652,                 2.1132,                0.90825,                0.88333,                0.95497,                0.64065,                 1.2536,                 1.1375,                 2.0372,             0.00021008,             0.00021008,             0.00021008
                    229,                 1.5259,                  1.407,                 2.1341,                0.90825,                0.88333,                0.95497,                0.64065,                 1.2536,                 1.1375,                 2.0372,             0.00020216,             0.00020216,             0.00020216
                    230,                  1.506,                 1.4206,                 2.1398,                 0.9052,                   0.85,                0.94333,                0.61716,                 1.2676,                 1.1372,                 2.0763,             0.00019424,             0.00019424,             0.00019424
                    231,                 1.5794,                  1.453,                 2.1956,                0.89259,                0.81667,                0.94143,                0.58408,                 1.3234,                 1.1737,                 2.1369,             0.00018632,             0.00018632,             0.00018632
                    232,                 1.5384,                 1.4222,                 2.1057,                0.84696,                0.83019,                0.92157,                 0.5722,                 1.3349,                 1.1841,                 2.1479,              0.0001784,              0.0001784,              0.0001784
                    233,                 1.7897,                 1.5855,                 2.3047,                0.84696,                0.83019,                0.92157,                 0.5722,                 1.3349,                 1.1841,                 2.1479,             0.00017048,             0.00017048,             0.00017048
                    234,                 1.4651,                 1.2737,                 2.0625,                0.86452,                0.85084,                0.94001,                0.58547,                 1.2859,                 1.1646,                 2.1049,             0.00016256,             0.00016256,             0.00016256
                    235,                 1.5427,                 1.4692,                 2.1454,                0.83995,                    0.9,                0.94269,                0.61185,                 1.2385,                 1.1568,                 2.0544,             0.00015464,             0.00015464,             0.00015464
                    236,                  1.613,                  1.356,                 2.1953,                0.97809,                0.74403,                0.94437,                 0.6296,                 1.2328,                 1.1558,                 2.0247,             0.00014672,             0.00014672,             0.00014672
                    237,                 1.5996,                 1.5015,                 2.1971,                0.97809,                0.74403,                0.94437,                 0.6296,                 1.2328,                 1.1558,                 2.0247,              0.0001388,              0.0001388,              0.0001388
                    238,                 1.6045,                 1.4114,                 2.1175,                0.96719,                   0.75,                0.94349,                0.63839,                 1.2394,                  1.168,                 2.0154,             0.00013088,             0.00013088,             0.00013088
                    239,                 1.4622,                 1.2862,                 2.0797,                0.95757,                0.75224,                0.94538,                0.63311,                 1.2433,                 1.1655,                 2.0049,             0.00012296,             0.00012296,             0.00012296
                    240,                 1.6284,                 1.5176,                  2.188,                0.82034,                0.91328,                0.94924,                0.63764,                 1.2463,                 1.1615,                  1.995,             0.00011504,             0.00011504,             0.00011504
                    241,                 1.3132,                 1.5667,                 1.9378,                0.82034,                0.91328,                0.94924,                0.63764,                 1.2463,                 1.1615,                  1.995,             0.00010712,             0.00010712,             0.00010712
                    242,                 1.2634,                 1.4761,                 1.9902,                0.92238,                0.79233,                0.94865,                  0.629,                 1.2518,                  1.182,                 1.9899,               9.92e-05,               9.92e-05,               9.92e-05
                    243,                 1.4143,                 1.6397,                 2.0849,                0.85529,                   0.85,                0.94376,                0.62736,                 1.2565,                 1.1911,                 1.9882,              9.128e-05,              9.128e-05,              9.128e-05
                    244,                 1.3124,                 1.6091,                 2.0521,                0.86842,                0.86667,                0.94133,                0.62213,                 1.2656,                 1.2086,                 1.9876,              8.336e-05,              8.336e-05,              8.336e-05
                    245,                 1.3267,                 1.4727,                 1.9812,                0.86842,                0.86667,                0.94133,                0.62213,                 1.2656,                 1.2086,                 1.9876,              7.544e-05,              7.544e-05,              7.544e-05
                    246,                 1.3732,                 1.5256,                 1.9725,                0.92721,                0.84922,                0.94825,                0.62233,                 1.2746,                 1.2243,                 1.9911,              6.752e-05,              6.752e-05,              6.752e-05
                    247,                 1.3218,                 1.4609,                 2.0363,                0.93436,                0.88333,                0.95144,                0.63432,                 1.2771,                 1.2318,                 1.9922,               5.96e-05,               5.96e-05,               5.96e-05
                    248,                 1.3129,                 1.4496,                  2.003,                0.91844,                0.86667,                0.94987,                0.63291,                 1.2762,                 1.2363,                 1.9921,              5.168e-05,              5.168e-05,              5.168e-05
                    249,                 1.2514,                 1.4271,                 1.9622,                0.91844,                0.86667,                0.94987,                0.63291,                 1.2762,                 1.2363,                 1.9921,              4.376e-05,              4.376e-05,              4.376e-05
                    250,                 1.3985,                 1.4764,                 2.0324,                0.96022,                0.83333,                0.94665,                0.63023,                 1.2746,                 1.2364,                 1.9903,              3.584e-05,              3.584e-05,              3.584e-05
