                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     51,                 2.6097,                 2.7143,                  3.217,                0.21123,                   0.25,                0.09402,                0.02035,                 2.8193,                 4.2819,                 4.1551,              0.0010298,              0.0010298,              0.0010298
                     52,                 2.5491,                 2.6302,                 3.2215,                0.41417,                  0.125,                0.07504,                0.01982,                 2.7497,                  4.161,                 3.9491,                0.00101,                0.00101,                0.00101
                     53,                 2.4301,                 2.5531,                 3.0984,                0.41417,                  0.125,                0.07504,                0.01982,                 2.7497,                  4.161,                 3.9491,              0.0009902,              0.0009902,              0.0009902
                     54,                 2.5862,                 2.6656,                 3.2341,                0.42095,                  0.125,                0.06939,                 0.0202,                 2.5162,                 4.2727,                 3.6916,              0.0009704,              0.0009704,              0.0009704
                     55,                 2.4929,                 2.6298,                 3.1271,                0.18382,                  0.125,                  0.043,                0.01609,                 2.5801,                 4.0257,                 3.4569,              0.0009506,              0.0009506,              0.0009506
                     56,                 2.5953,                 2.5906,                 3.1757,                 0.8708,                  0.125,                0.16171,                0.02365,                 2.7162,                 3.5867,                 3.5999,              0.0009308,              0.0009308,              0.0009308
                     57,                 2.5216,                 2.7216,                  3.146,                 0.8708,                  0.125,                0.16171,                0.02365,                 2.7162,                 3.5867,                 3.5999,               0.000911,               0.000911,               0.000911
                     58,                 2.4998,                 2.6475,                 3.1727,                0.83088,                  0.125,                0.15934,                 0.0266,                  2.688,                 3.5933,                 3.6021,              0.0008912,              0.0008912,              0.0008912
                     59,                 2.4681,                 2.6803,                 3.1065,                0.77382,                  0.125,                0.17485,                0.02743,                 2.8112,                 3.5643,                 3.5897,              0.0008714,              0.0008714,              0.0008714
                     60,                 2.3948,                 2.6602,                 3.1087,                0.18086,                  0.375,                0.21468,                0.04719,                 2.8428,                 3.2407,                 3.6923,              0.0008516,              0.0008516,              0.0008516
                     61,                 2.5936,                 2.7256,                 3.1602,                0.18086,                  0.375,                0.21468,                0.04719,                 2.8428,                 3.2407,                 3.6923,              0.0008318,              0.0008318,              0.0008318
                     62,                 2.5283,                 2.7751,                  3.171,                 0.1707,                   0.25,                0.13488,                0.03014,                  2.975,                 3.2751,                 3.7225,               0.000812,               0.000812,               0.000812
                     63,                 2.2656,                 2.5591,                 2.9931,                0.12597,                  0.375,                0.10393,                0.02568,                 2.9794,                 3.2772,                 3.7269,              0.0007922,              0.0007922,              0.0007922
                     64,                 2.5516,                 2.5525,                 3.2032,                0.31948,                   0.25,                0.16471,                0.03737,                 2.9416,                  3.497,                 3.5804,              0.0007724,              0.0007724,              0.0007724
                     65,                 2.4299,                 2.4966,                 3.0634,                0.31948,                   0.25,                0.16471,                0.03737,                 2.9416,                  3.497,                 3.5804,              0.0007526,              0.0007526,              0.0007526
                     66,                 2.4502,                 2.5131,                 3.0758,                0.49465,                   0.25,                0.26471,                0.04601,                  2.796,                 4.2107,                 3.5079,              0.0007328,              0.0007328,              0.0007328
                     67,                 2.3964,                 2.5468,                 3.1022,                0.84907,                   0.25,                0.31941,                0.04901,                 2.6872,                 4.6196,                 3.4465,               0.000713,               0.000713,               0.000713
                     68,                 2.4151,                  2.556,                 3.0428,                0.67214,                   0.25,                0.32982,                0.06854,                 2.6646,                 3.8346,                 3.3803,              0.0006932,              0.0006932,              0.0006932
                     69,                 2.4422,                  2.527,                 3.0108,                0.67214,                   0.25,                0.32982,                0.06854,                 2.6646,                 3.8346,                 3.3803,              0.0006734,              0.0006734,              0.0006734
                     70,                 2.4806,                 2.7786,                 3.1547,                0.44087,                  0.375,                0.34622,                0.05602,                 2.6476,                 3.5176,                 3.2917,              0.0006536,              0.0006536,              0.0006536
                     71,                   2.56,                 2.5693,                 3.0678,                0.24146,                  0.375,                0.30368,                0.05402,                 2.6542,                 3.1603,                 3.2402,              0.0006338,              0.0006338,              0.0006338
                     72,                  2.284,                 2.4837,                 2.9554,                 0.4397,                   0.25,                0.30326,                0.06729,                 2.6274,                 2.8792,                 3.2428,               0.000614,               0.000614,               0.000614
                     73,                 2.4106,                 2.6634,                 3.0324,                 0.4397,                   0.25,                0.30326,                0.06729,                 2.6274,                 2.8792,                 3.2428,              0.0005942,              0.0005942,              0.0005942
                     74,                 2.3685,                 2.5302,                 2.9788,                0.52218,                   0.25,                0.32291,                0.07881,                 2.6011,                 2.7817,                 3.2445,              0.0005744,              0.0005744,              0.0005744
                     75,                 2.4804,                 2.6452,                 2.9754,                0.24725,                   0.25,                0.26844,                0.08945,                 2.5995,                 2.8989,                 3.2962,              0.0005546,              0.0005546,              0.0005546
                     76,                 2.3359,                 2.6106,                 3.0183,                0.57156,                  0.125,                 0.2433,                0.09688,                 2.5206,                 2.9243,                 3.2651,              0.0005348,              0.0005348,              0.0005348
                     77,                 2.3829,                 2.4683,                 2.9079,                0.57156,                  0.125,                 0.2433,                0.09688,                 2.5206,                 2.9243,                 3.2651,               0.000515,               0.000515,               0.000515
                     78,                 2.3669,                 2.5187,                 2.9398,                0.16883,                   0.25,                0.20837,                0.09442,                 2.4198,                 3.0112,                 3.2026,              0.0004952,              0.0004952,              0.0004952
                     79,                 2.3493,                 2.5251,                 2.9474,                0.10107,                  0.125,                0.12175,                0.06246,                 2.4102,                 3.1072,                  3.188,              0.0004754,              0.0004754,              0.0004754
                     80,                 2.2374,                 2.4543,                 2.9427,                0.19229,                  0.125,                0.09857,                0.04477,                  2.421,                   3.18,                 3.2068,              0.0004556,              0.0004556,              0.0004556
                     81,                 2.4171,                 2.5587,                 2.9698,                0.19229,                  0.125,                0.09857,                0.04477,                  2.421,                   3.18,                 3.2068,              0.0004358,              0.0004358,              0.0004358
                     82,                 2.4349,                 2.5421,                 2.9828,                 0.2511,                  0.125,                0.09694,                0.04081,                  2.496,                 3.1653,                 3.2351,               0.000416,               0.000416,               0.000416
                     83,                  2.311,                 2.4083,                 2.9372,                0.29422,                  0.125,                 0.1401,                 0.0616,                 2.5535,                 3.0175,                 3.2617,              0.0003962,              0.0003962,              0.0003962
                     84,                 2.4133,                  2.578,                 3.0274,                0.24325,                  0.375,                0.25632,                0.09467,                 2.5576,                 2.9498,                 3.2883,              0.0003764,              0.0003764,              0.0003764
                     85,                 2.3474,                 2.3777,                 2.9393,                0.24325,                  0.375,                0.25632,                0.09467,                 2.5576,                 2.9498,                 3.2883,              0.0003566,              0.0003566,              0.0003566
                     86,                 2.3169,                 2.4636,                 2.9615,                0.28609,                   0.25,                0.30476,                0.09367,                 2.5455,                 2.8583,                 3.2494,              0.0003368,              0.0003368,              0.0003368
                     87,                 2.2926,                 2.4019,                 2.9257,                0.37965,                   0.25,                0.33244,                0.14691,                 2.4679,                 2.8479,                 3.1968,               0.000317,               0.000317,               0.000317
                     88,                   2.42,                 2.3862,                 3.0568,                0.57083,                  0.375,                0.43561,                0.17407,                 2.4076,                 2.8229,                  3.145,              0.0002972,              0.0002972,              0.0002972
                     89,                 2.4604,                 2.5856,                 2.9815,                0.57083,                  0.375,                0.43561,                0.17407,                 2.4076,                 2.8229,                  3.145,              0.0002774,              0.0002774,              0.0002774
                     90,                 2.3775,                 2.4452,                 2.9662,                 0.5806,                  0.375,                0.42548,                0.13859,                 2.3777,                 2.8329,                 3.0985,              0.0002576,              0.0002576,              0.0002576
                     91,                 2.0602,                 2.7717,                 2.8377,                0.39731,                  0.375,                0.33356,                0.11945,                 2.3785,                  2.776,                 3.0769,              0.0002378,              0.0002378,              0.0002378
                     92,                 1.9814,                 2.6919,                 2.7579,                0.39554,                  0.375,                0.34731,                0.13071,                 2.3876,                 2.7125,                  3.063,               0.000218,               0.000218,               0.000218
                     93,                 2.0033,                 2.4474,                 2.8879,                0.39554,                  0.375,                0.34731,                0.13071,                 2.3876,                 2.7125,                  3.063,              0.0001982,              0.0001982,              0.0001982
                     94,                  2.081,                  2.503,                 2.7822,                0.63638,                   0.25,                0.39306,                0.14916,                 2.3831,                 2.6397,                 3.0399,              0.0001784,              0.0001784,              0.0001784
                     95,                 1.9947,                 2.4204,                 2.7145,                0.65764,                   0.25,                0.40553,                0.14298,                 2.3677,                 2.6066,                 3.0169,              0.0001586,              0.0001586,              0.0001586
                     96,                 2.0403,                 2.5828,                 2.8888,                0.66326,                   0.25,                0.40861,                0.14149,                 2.3738,                 2.5947,                 3.0188,              0.0001388,              0.0001388,              0.0001388
                     97,                 1.9636,                 2.3642,                 2.7592,                0.66326,                   0.25,                0.40861,                0.14149,                 2.3738,                 2.5947,                 3.0188,               0.000119,               0.000119,               0.000119
                     98,                 1.8958,                  2.419,                 2.7074,                0.65372,                   0.25,                0.39928,                 0.1417,                 2.3715,                 2.5796,                 3.0109,               9.92e-05,               9.92e-05,               9.92e-05
                     99,                 1.9708,                 2.4227,                 2.7834,                0.67637,                  0.375,                0.49489,                0.15186,                 2.3804,                 2.5742,                 3.0162,               7.94e-05,               7.94e-05,               7.94e-05
                    100,                 1.9296,                 2.3666,                 2.7505,                0.66563,                  0.375,                0.49765,                0.15301,                 2.3933,                 2.5597,                 3.0341,               5.96e-05,               5.96e-05,               5.96e-05
